cobh.annick.1	Ann Ni가 나타날 수 있습니다.
dunbarton.austeyn.213	많은 사람들이 내가 조금 뚱뚱하다고 말합니다 ... 하하 ...하지만 나는 그렇게 생각하지 않습니다 ... <p/>어떻게 생각하세요? 그렇게 생각하니?
dunbarton.austeyn.214	은행의 위치는 매우 중요하며 어디에서나 트래픽을 쉽게 선택할 수있는 많은 고객이 있습니다 ...
dunbarton.austeyn.215	어느 숙녀분이 은행 업무를 찾을 지 모르십니까? 그렇다면 말해주십시오! <BR/>
dunbarton.austeyn.216	이 남자에게 무슨 일이 ... 언제 내가 부패 했는가? 나는 그것을 놓치지 않는다! 좋은 사람들을 다치게하지 마십시오!
dunbarton.austeyn.217	다른 은행으로 물건이나 돈을 보내는 것이 최악입니다. 그대로 목적지로의 나쁜 배달은 쉬운 일이 아닙니다. 잘된 일은 책임이고 나쁜 일은 큰 실수입니다 ...
dunbarton.austeyn.218	은행에 대한 사람들의 인식을 변화시킬 필요가 있습니다. 여기에 돈을 입금하면, 은행은이자를받지 못합니다. 은행은 단지 양육비 만 부과됩니다.
dunbarton.austeyn.219	환영합니다, 여기 애 스콧 뱅크 던바론 지점이 있습니다. 나는 오스틴 주지사 다. 만나서 반가워요.
dunbarton.austeyn.220	그것을 보려면 {0} (으)로 가십시오. 갑자기 {1}이 (가) 많이 무서웠습니다.
dunbarton.austeyn.221	그것은 비밀입니다 ... {0} 많은 악마가 {1} 근처에 나타났습니다, {2} 아마도 끔찍한 일이 일어날 것입니다 ...
dunbarton.austeyn.222	그것은 오래 전 이야기였습니다 ... Deconell의 사람들은 Herelands가 왜 하락할 것인가를 말하지 않았습니다 ... <p/>나는 단지 그것에 대해 이야기하고, 내 마음에 가지 마라 ~
dunbarton.austeyn.223	여기에 은행 건물에 반대하는 사람들이 많이 있지만,이 지역은 빠르게 발전하고 있으며, 법과 질서 또한 꾸준히 점점 더 적합 해지고 있습니다. <p/>따라서 다른 사람들이 어떻게 생각 하든지 상관없이, 시도하는 것이 과감하다고 생각하는 한 그렇지 않습니까?
dunbarton.austeyn.224	하하하 ... 나는 다른 사람들의 것에 대해서는별로 관심이 없다. <p/>마니 우스는 어떻게 의사가 되었습니까? Lei La는 Stewart와 다른 것들처럼, 나는 ~ 그것에 대해 신경 쓰지 않을 것입니다! 포효하다 ...
dunbarton.austeyn.225	너 몰라? 무엇을 물어 봐야합니까? <BR/>
dunbarton.austeyn.226	저는 당신을 장로라고합니다. <p/>인생에서 가장 중요한 것은 다른 사람의 입장에 서있는 것에 대해 더 생각하는 것입니다. <p/>다른 사람이 좋아하는 것, 싫어하는 것, 좋아하는 선물의 종류를 알기 위해서는 삶이 다른 사람이나 자신을 위해 더 많은 것을 이해하는 것이 중요합니다. <BR/>
dunbarton.austeyn.227	최근에 ... 매우 평화로운 것 같습니다 ... 분쟁이 없습니다 ... 하하하 ... 그리고 Irak의 왕국은 또한 지역의 사람들과 매우 조화를 이루고 있습니다. <BR/>
dunbarton.austeyn.228	북쪽 출신 이니? 베렌트 지역에서 왔어? 사슴 코넬에서 왔니? 그렇지? <p/>는 왕국 이었지만 지금은 마을이되었습니다 ... 내가 거기 가면 Betsin에게 인사 할 것입니다.
dunbarton.austeyn.229	하하 ... 이거 왜 나 한테 묻지? 나는 말하기 싫어.
dunbarton.austeyn.230	이것 봐 ... 모양을 찾으십시오. 그래도 다음에 이야기합시다.
dunbarton.austeyn.231	또는 다른 곳으로 물어보십시오.
dunbarton.austeyn.232	이건 ... 몰라!
dunbarton.austeyn.233	응? 어, 그게 무슨 소리 죠? 하하하 ... 내가 어떻게 알 수 있니? 미안해. 너를 도울 수 없어. 모두가 알지 못하는 많은 것들. | 아 ...하지만 내가 모르는 것들이 몇개 있는데 ... | 나는 이것을 안다. 그러나 나는 그것을 모르고있다 ~ | 흠 ... 그렇지 않나? 아니면 다른 사람에게 물어볼 수 있습니다! 다른 사람들도 알 것입니다! 하하하 ... ... 다른 사람들에게 ~ ~ 부탁드립니다 ~ ~
dunbarton.austeyn.234	goldThrow1
dunbarton.austeyn.235	오랫동안 아무 것도 보지 않았습니다, <username/>. <p/>스킬에 관해서 ... 혹시 돈 싸움에 대해 들어 본 적이 있습니까? 내가 말하는 것은 용병의 종류가 아니라 동전과 같은 물건을 사용하는 것입니다. <p/>Strange ... <username/>의 관점에서 이해해야합니다. <p/>이해할 수 없습니까? 하하하. 내가 너에게 직접 말하면, 직관적이지는 않다 ... 시험해 보시라. <button title='학습' keyword='@Yes'/><button title='포기' keyword='@No'/>
dunbarton.austeyn.236	<username/>! 너는 마침내 돌아왔다. <p/>이 기술에 관심이 있으십니까? <button title='관심있는 키워드'='@Yes'/><button title='관심 없음' keyword='@No'/>
dunbarton.austeyn.237	글쎄, 나는 당신에게 타라에게 날아가는 여신 날개를 준다. 키라를 찾으러 타라 뱅크에 간다. 키이스는 당신의 기술에 대한 비밀을 밝힐 것입니다. <p/><npcportrait name='NONE'/>(오스틴은 은행 서랍에서 여신 날개를 제거했습니다.)
dunbarton.austeyn.238	아주 좋아, 아주 좋아. 그런 다음 지난 번에 말했듯이 타라 은행의 키스 (Keith)로 가십시오. 그러나 미안하지만, 이번에는 여신 날개를 제공 할 수 없습니다. <p/>트레킹을하거나 Xingyue Gate 만 선택할 수 있습니다.
dunbarton.austeyn.239	@아니
dunbarton.austeyn.240	음, 관심이 있으시면 언제든지 와서 찾아주세요.
dunbarton.austeyn.241	아? 나도 몰라.
dunbarton.austeyn.242	음 ...
dunbarton.austeyn.243	오, 아 ... 너는 정말 좋은 사람이야! 그런 좋은 선물을 어떻게 생각하니? 하하하 ... 정말 고마워 ... 미안해, 뭐라해야할지 모르겠다. 고마워, 아 ~
dunbarton.austeyn.244	아, 고마워! 나는이 선물을 아주 좋아한다. 나에게 선물을 보내는 걸 어떻게 생각해? 하하하 ... | 그럼 내가 받아들 일까? 하하하 ... 정말 고마워.
dunbarton.austeyn.245	나는 진심으로 당신에게 선물을 주심에 진심으로 감사드립니다. 나는 너의 마음을 가지고있다, 고마워.
dunbarton.austeyn.246	장로로 ... 나는 또한 그런 선물을 받는다. <p/>... 정말 고마워요! Haha ... Haha ... Haha ... 나는 정말로 무엇을 말할 것인지 모른다. .. 고맙다. .. Haha ...
dunbarton.austeyn.247	음 ... 맞습니다. 여신을 구출의 제목을 사용하십시오 ... <p/>... 매우 강력한 제목 ... <p/>... <p/>글쎄, 최근 가짜 제목 많은 사람들이 ... <p/>아, 물론 아니야.
dunbarton.austeyn.248	오, 원래는 에린의 사람들을 보호하는거야? 이 경우 런던 배런의 경제조차도 그것에 세심한주의를 기울입니다. 하하 ...
dunbarton.austeyn.249	아, <username/>! 당신은오고 있습니다, 환영합니다. <p/>바쁘신 일정에 따라 달리기가 정말 당혹 스럽습니다. 이 재무 제표 때문에, 헤이. <p/>이번은 주로 잘못된 곳에서 소포 패키지를 받았기 때문에 이번에는 숨길 수 없었습니다. <p/>그럼, 비록 그것이 파렴치지만, 수령인에게 패키지를 도울 수 있습니까? 나는 Ai Ming Macha에 살고있는 H.입니다. Hm ... H, 단 하나의 대문자. 이 H-man에게이 패키지를 맡겨주십시오. <p/>부디.
dunbarton.austeyn.250	아, <username/>, 소포가 원활하게 배달 된 것 같습니다. 이것은 조금 사소한 일입니다. 제발 예의 바르지 마십시오.
dunbarton.austeyn.251	<button title='10,000 골드 수락' keyword='@enter'/>
dunbarton.austeyn.252	글쎄, 오늘 뭐하고 있니?
dunbarton.austeyn.253	<button title='패키지의 포장지 꺼내기' keyword='@enter1'/>
dunbarton.austeyn.254	응? 이게 뭐야? 아, 발신자 정보를 찾고 있습니까? 이 이야기의 중간에 뭔가가있는 것 같습니다. <p/>규정에 따르면 발신자의 정보를 공개 할 수는 없지만 문제가없는 경우에만 알려 드리고자합니다. <p/>아, 다른 의미는 없습니다. <p/>알겠습니다 ... 보낸 사람의 열이 비어 있습니다. 하하, 가능한 한 빨리 실망하지 마세요. 발신자는 괜찮지 만 문제가 너무 많습니다. <p/>시간이 좀 걸릴 수 있습니다. <p/>패키지 원을 찾을 수 있도록 도와 드릴 수 있습니다. 우유 한 병을 가져다 주시겠습니까? <p/>오늘은 병을 사기위한 것이었지만 서둘러 ... 빈 병을 줘.
dunbarton.austeyn.255	이 우유는 너무 신선합니다. 감사합니다!
dunbarton.austeyn.256	<button title='보낸 사람에게 물어보십시오' keyword='@enter'/>
dunbarton.austeyn.257	음, 나쁘지 않습니다. 잠깐만 ... <p/>꿀꺽 거리는 <p/>아, 마셔도 좋다! <p/>소포가 Deir Cornel에서 보내 졌음을 보여주는 물류 정보를 확인했습니다. <p/>우편물이 없거나 없더라도 우편물을 어디에서 보내야 할지를 알고 싶어합니다. </p>그것이 Cornell 집사 였기 때문에 Duncan의 마을 장에게 ... <p/>
dunbarton.austeyn.258	(오스틴은 갑자기 놀랐다.) 오, 어떻게 내가 우유를 마시 게했는지 부주의 할 수있다. 이봐 요. 결과는 아직 병을 사러 갈거야.
dunbarton.eavan.1	에바가 로그인했습니다.
dunbarton.eavan.2	에바의 상점 생성에 성공했습니다.
dunbarton.eavan.3	[0]퀘스트
dunbarton.eavan.4	[1]파티 퀘스트
dunbarton.eavan.5	[2]길드
dunbarton.eavan.6	[3]선물용
dunbarton.eavan.7	에바의 상점 생성에 실패했습니다.
dunbarton.eavan.8	차의 분 받아 주세요|모험가 조합은 이쪽입니다! |―… 조금 쉬고 싶다…|다음의 분~|접수의 분~|는―… 조금 쉬고 싶구나…|후후… 또 러브 레터? |응. 이것은 꽤 잘 되어 있지 않아. B+|뭐, 이 편지는… 기분 나쁜|일하지 않으면…
dunbarton.eavan.9	[0]퀘스트
dunbarton.eavan.10	[1]파티 퀘스트
dunbarton.eavan.11	[2]길드
dunbarton.eavan.12	[3]선물용
dunbarton.eavan.13	<npcportrait name='NONE'/><title name='NONE'/>졸졸로 한 블론드가 희미한 핑크의 블라우스와 그녀의 어깨를 가리고 있다. <br/>갸름한 얼굴의 얼굴에 조용하고 깊은 눈, 작고 둥근 코. <br/>블라우스와 같은 색의 입술이 빛나고 있다. <br/><button title='계속한다' keyword='@continue'/>
dunbarton.eavan.14	던바튼에 어서 오십시오. <br/>나는 관청으로 모험가 조합의 일을 하고 있는 에바라고 합니다.
dunbarton.eavan.15	여기는 모험가 조합입니다. <button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='분실물을 찾는다' keyword='@lostnfound'/>
dunbarton.eavan.16	아직 뭔가 용건입니까? <br/><br/><button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='분실물을 찾는다' keyword='@lostnfound'/>
dunbarton.eavan.17	어린이 날 이벤트
dunbarton.eavan.18	부탁한 일은 어떻습니까? <br/>마감전에 보고 잘 부탁드립니다. <br/>
dunbarton.eavan.19	던바튼에 어서 오십시오. <br/>나는 관청으로 모험가 조합의 일을 하고 있는 에바라고 합니다.
dunbarton.eavan.20	응… 전에 당신을 닮은 사람을 본 기억이 있습니다. <br/>
dunbarton.eavan.21	<username/>씨였던가요? … 그렇겠지요? <br/>
dunbarton.eavan.22	계세요. <username/>씨. <br/>
dunbarton.eavan.23	<username/>씨… 또 계셨어요. <br/>
dunbarton.eavan.24	모험가 조합에 어서 오십시오. <br/>
dunbarton.eavan.25	관청에서는 모험중에 없게 한 것을 찾을 수가 있습니다. <br/>대륙 전체에 분실물 회수의 마법을 걸치고 있기 (위해)때문에, 일부러 버렸을 경우가 아니면, 여기서 찾을 수가 있습니다. <br/>회수품의 관리와 전역에 걸치는 마법을 지속하기 위한 운영비는 수수료로 해서 받고 있습니다. <br/>물건은 20개까지 보관할 수 있어 그 이상은, 낡은 것으로서 처분해 버리므로 양해해 주십시오. <br/>회수한 것은, 또 없애지 않게 축복을 걸쳐 드립니다.
dunbarton.eavan.26	관청에서는 모험중에 없게 한 것을 찾을 수가 있습니다. <br/>대륙 전체에 분실물 회수의 마법을 걸치고 있기 (위해)때문에, 일부러 버렸을 경우가 아니면, 여기서 찾을 수가 있습니다. <br/>회수품의 관리와 전역에 걸치는 마법을 지속하기 위한 운영비는 수수료로 해서 받고 있습니다. <p/>손님은, 현재 분실물이 없네요. <br/>없앤 것이 있을 때 또 와 주세요.
dunbarton.eavan.27	<npcportrait name='NONE'/><title name='NONE'/>에바와의 이야기를 끝냈다.
dunbarton.eavan.28	잡화상을 찾고 있습니까? <br/>잡화상은 관청의 서쪽입니다. <br/>바로 거기이니까, 곧 발견된다고 생각합니다. <br/>가 발타 아저씨를 찾으면 좋아요.
dunbarton.eavan.29	식료품점입니까? 식당에서도 식료품을 팔고 있기 때문에<br/>거기에 가 주세요. <br/>곧 근처이기 때문에.
dunbarton.eavan.30	식당은 바로 근처입니다. <br/>골목인 것으로 조금 찾기 어려웠던 것일지도 모르네요…. <br/>그리니스 아줌마와 이야기를 해 봐 주세요.
dunbarton.eavan.31	네─와… 마누스가 있는 곳이군요? <br/>광장의 동쪽의 길을 따라 남쪽에 가 봐 주세요. <br/>길이 분파로부터 동쪽에 있는 건물입니다. <br/>간판을 잘 보면 곧 발견된다고 생각합니다.
dunbarton.eavan.32	이 거리에는 아직 여관이 없습니다.
dunbarton.eavan.33	은행은 잡화상의 근처에 있습니다. <br/>Austen 아저씨를 찾으면 좋을 것입니다.
dunbarton.eavan.34	응… 여기에는 대장간이 없습니다. <br/>만약 무기나 갑옷과 같은 물건을 찾고 있다면,<br/>네리스의 무기가게에 가면 좋다고 생각합니다.
dunbarton.eavan.35	네리스의 무기가게라면,<br/>남쪽의 길을 쭉 가면 나온다고 생각합니다.
dunbarton.eavan.36	옷을 찾기입니까? <br/>서쪽으로 쭉 가 주세요. <br/>광장으로부터는 나오지 않도록.
dunbarton.eavan.37	동쪽으로 가 주세요. <br/>골목이 보이면 그쪽에 가면 좋아요. <br/>미니 맵이 도움이 되겠지요.
dunbarton.eavan.38	네, 여기가 관청입니다. <br/>아… 죄송합니다만 들어갈 수 없습니다.
dunbarton.eavan.39	네? 그것은 무엇?
dunbarton.eavan.40	무기에는 그만큼 흥미가…
dunbarton.eavan.41	만약 음악을 연주할 수 있다고 하면,<br/>나를 위해서 한 곡 부탁해도 됩니까?
dunbarton.eavan.42	류트는 잡화상에 가면 살 수 있다고 생각합니다.
dunbarton.eavan.43	응… 나는 그런 재능은 없습니다. <br/>이 거리의 사람들은 거의 음치인 것로<br/>아는 사람이 있는지 잘 모릅니다.
dunbarton.eavan.44	응… 내가 다만 앉아<br/>재봉을 하는 사람에게라도 보이는 거야?
dunbarton.eavan.45	곧 일전에가 광장입니다. <br/>혹시 뭔가 다른 것을 기대하고 있던 것입니까?
dunbarton.eavan.46	… 이 주변에는…. <br/>겨우 우물 밖에 없어서, 그런 것은 없습니다.
dunbarton.eavan.47	곧 일전에입니다. <br/>특별히 찾고 있는 곳이기도 합니까.
