iria_elf.subnpc.elf_familyguide.1	가족 보좌관이 나타났습니다.
iria_giant.zeder.63	검의 기술로 말하면, 이리아 전체로 타우네스만이<br/>나의 유일무이의 라이벌이다! <p/>최초, 타우네스가 전장으로부터 돌아왔을 때,<br/>「겨우 이 제다님의 상대를 하는 라이벌의 귀환인가!」는<br/>매우 기뻐했지만 말야. <p/>그리고 몇번도 결투를 신청하고 있지만<br/>겁이 났는지 배에서도 부수었는지… 전혀 상대 해 주지 않아서 말야. <p/>이제(벌써), 민첩하게 타우네스의 곳에 가,<br/>나의 필살기의 하나에서도 병문안 해 줄까하고 생각했지만,<br/>영리한 나님은 눈치챈 거야. <br/>「이것은 고도의 심리 작전이 아닌가?」는. <p/>무시하는 것으로 상대의 이성을 빼앗아, 그 틈을 노려 공격하는…<br/>몇번이고의 전장을 빠져나가 온 타우네스라면, 생각할 것 같은 일이다…! <br/>그러니까 나는 이렇게 해 훨씬 기회를 살피고 있다. <p/>… 이 인내 강하고 유명한 제다님이 아니었으면<br/>이렇게 장기간 기다리고 있을 수 없다고 생각하겠어! |아이니까는 바보취급 하는 어른! <br/>아─아… 이니까 이런 어처구니없는 전통이<br/>이 고결한 자이언트에게 뿌리내려 버렸을 것이다…. <p/>아무튼 좋은 거야… 두고 봐라. <br/>이 제다님이, 단지 그저 입다물고 보고 있을 뿐수월한 거야…! <br/>이것도 모두… 기가 익는 것을 기다리고 있을 뿐이니까! |……. <p/>메르엘의 녀석의 일이지만 말야…. <p/>작고 약한 인간이, 어째서 일부러<br/>이런 추운 곳에 와서까지 고생하고 있을까? <p/>꼬마의 주제에, 자신이 연상이니까는<br/>반말 묻는 것은 화날 때도 있지만…<br/>저런 곳에, 쭉 외톨이야? <p/>쭉 외톨이로…<p/>추위에 떨리면서… 쭉, 쭉…<br/>누군가를 기다리고 있다. <p/>… 그것을 보고 있으면 나…<br/>이니까인가 모르지만<br/>이렇게… 공연히 뭔가 해 주고 싶어진다. <p/>그 차가워진 손을… 추위로 얼어붙은 뺨을,<br/>따뜻하게 해 주고 싶다. <p/>로브의 하나에서도 줄 수 있으면 좋지만…<br/>우리 가게에 있는 녀석은, 크기 맞지 않기 때문에…. <br/>후~… 꾸미자… 어떻게 하면 좋아….
iria_giant.zeder.64	는 가끔, 고대 자이언트의<br/>옛날 이야기를 들려준 것이다. <p/>먼 옛날… 도 아직 태어나지 않을 때에<br/>여기 피시스에는, 고대 자이언트가 살고 있던 것 같다. <p/>나, 생각한다. <br/>뭐라고 말할까… 고대 자이언트들은 모두,<br/>위대한 용사들이었지 않은가, 란 말야. <p/>고대 자이언트들은, 이상한 마법으로<br/>이 땅의 모든 사악한 악마를 내쫓아…<br/>마나톤넬 같은, 굉장히 유적을 만든 것이다. <p/>아―… 나도 그 시대에 태어나고 있으면…. <br/>그랬더니, 고대 자이언트와 함께<br/>위대한 용사로서 대활약할 수 있었는데…. <p/>아… 확실히 이것이야말로,<br/>태어나는 시대를 잘못한 주인공의 불행!! <br/>, 그렇게 생각하지 않는가? |기본적으로, 보통 자이언트가 좋아하는 옷의 디자인이란 말야,<br/>나의 취미가 아니네요. <p/>이봐요, 인간의 패션을 봐라! <br/>적당히 노출도 있어, 몸의 라인을 예쁘게 살리고 있을 것이다? <p/>아무튼, 피시스의 이 몸을 자르는 것 같은 추위를 막는데는<br/>더 이상 좋은 옷은 없지만 말야. <br/>그렇지만, 이래서야 나의 근사한 단련해진 육체가,<br/>전부옷에 숨겨져 버리지 않은가…! <p/>물론, 뱃살이 출렁출렁인 반스트의 아저씨같은 사람은<br/>옷은 아무래도 좋겠지만,<br/>나 같은 용사인 자이언트에게는<br/>좀 더 이렇게… 근사한 옷이 필요한 것이야! |검의 기술로 말하면, 이리아 전체로 타우네스만이<br/>나의 유일무이의 라이벌이다! <p/>최초, 타우네스가 전장으로부터 돌아왔을 때,<br/>「겨우 이 제다님의 상대를 하는 라이벌의 귀환인가!」는<br/>매우 기뻐했지만 말야. <p/>그리고 몇번도 결투를 신청하고 있지만<br/>겁이 났는지 배에서도 부수었는지… 전혀 상대 해 주지 않아서 말야. <p/>이제(벌써), 민첩하게 타우네스의 곳에 가,<br/>나의 필살기의 하나에서도 병문안 해 줄까하고 생각했지만,<br/>영리한 나님은 눈치챈 거야. <br/>「이것은 고도의 심리 작전이 아닌가?」는. <p/>무시하는 것으로 상대의 이성을 빼앗아, 그 틈을 노려 공격하는…<br/>몇번이고의 전장을 빠져나가 온 타우네스라면, 생각할 것 같은 일이다…! <br/>그러니까 나는 이렇게 해 훨씬 기회를 살피고 있다. <p/>… 이 인내 강하고 유명한 제다님이 아니었으면<br/>이렇게 장기간 기다리고 있을 수 없다고 생각하겠어! |아이니까는 바보취급 하는 어른! <br/>아─아… 이니까 이런 어처구니없는 전통이<br/>이 고결한 자이언트에게 뿌리내려 버렸을 것이다…. <p/>아무튼 좋은 거야… 두고 봐라. <br/>이 제다님이, 단지 그저 입다물고 보고 있을 뿐수월한 거야…! <br/>이것도 모두… 기가 익는 것을 기다리고 있을 뿐이니까! |언제였는지… 전, 제다류필살기를 시험삼아,<br/>카르숲까지 갔던 적이 있다. <p/>어째서 비근한 숲을 선택하지 않았는지라고 말하면…<br/>카르숲에는 소가 있다. <br/>내가 맨손으로 소를 때려 넘어뜨릴 수 있으면,<br/>그 만큼 제다류필살기의 가치가 나올 것이다!? <p/>─나는, 카르숲의 유적에 있다 라고 말하는 스토바이손을 찾아<br/>몇일이나 숲속을 방황했다. <p/>… 그리고…1주간 정도 지났을 무렵이었는지…? <br/>어쩐지… 갑자기 엄마를 만나고 싶어져 말야. <br/>공연히 울고 싶어져… 결국, 견디지 못하고<br/>울면서 집에 돌아온 것이다. <p/>…… 뭐, 아무리 위대한 용사라도,<br/>친형제를 만나고 싶어질 때라는 것은 있다는 것이다. |……. <p/>메르엘의 녀석의 일이지만 말야…. <p/>작고 약한 인간이, 어째서 일부러<br/>이런 추운 곳에 와서까지 고생하고 있을까? <p/>꼬마의 주제에, 자신이 연상이니까는<br/>반말 묻는 것은 화날 때도 있지만…<br/>저런 곳에, 쭉 외톨이야? <p/>쭉 외톨이로…<p/>추위에 떨리면서… 쭉, 쭉…<br/>누군가를 기다리고 있다. <p/>… 그것을 보고 있으면 나…<br/>이니까인가 모르지만<br/>이렇게… 공연히 뭔가 해 주고 싶어진다. <p/>그 차가워진 손을… 추위로 얼어붙은 뺨을,<br/>따뜻하게 해 주고 싶다. <p/>로브의 하나에서도 줄 수 있으면 좋지만…<br/>우리 가게에 있는 녀석은, 크기 맞지 않기 때문에…. <br/>후~… 꾸미자… 어떻게 하면 좋아….
iria_giant.zeder.65	응. 흥미없구나. |… 너, 나를 바보취급 하고 싶은 것인지? |… 그런 것, 대답할 필요없구나. |거치지 않는. 알고 있지만 대답하여 주지 않아. |. 나는 어떤 수염이 어울린다고 생각해? |너… 혹시 바이데 할아버지에게 보내져 온 감시역이 아닐 것이다? |너… 자이언트의 용사님에게 질문한다면, 좀 더 대답 보람이 있는 질문해 주어라. |… 그런 것이라면, 바이데 할아버지에게 들어 봐라. |최근, 먹어도 먹어도 배가 고픈 것이구나… 이니까일 것이다. |아─도─싫증 지루함. 뭔가 재미있는 이야기 없어? |어쩐지 준다면 대답하여 주어도 괜찮아.
iria_giant.zeder.66	응. 흥미없구나. |… 너, 나를 바보취급 하고 싶은 것인지? |… 그런 것, 대답할 필요없구나. |거치지 않는. 알고 있지만 대답하여 주지 않아. |. 나는 어떤 수염이 어울린다고 생각해? |너… 혹시 바이데 할아버지에게 보내져 온 감시역이 아닐 것이다? |너… 자이언트의 용사님에게 질문한다면, 좀 더 대답 보람이 있는 질문해 주어라. |… 그런 것이라면, 바이데 할아버지에게 들어 봐라. |최근, 먹어도 먹어도 배가 고픈 것이구나… 이니까일 것이다. |아─도─싫증 지루함. 뭔가 재미있는 이야기 없어? |어쩐지 준다면 대답하여 주어도 괜찮아.
iria_giant.zeder.67	인. 나는 어떤 수염이 어울린다고 생각해? |너… 혹시 바이데 할아버지에게 보내져 온 감시역이 아닐 것이다? |너… 자이언트의 용사님에게 질문한다면, 좀 더 대답 보람이 있는 질문해 주어라. |… 그런 것이라면, 바이데 할아버지에게 들어 봐라. |최근, 먹어도 먹어도 배가 고픈 것이구나… 이니까일 것이다. |아─도─싫증 지루함. 뭔가 재미있는 이야기 없어? |어쩐지 준다면 대답하여 주어도 괜찮아.
iria_giant.zeder.68	응. 흥미없구나. |… 너, 나를 바보취급 하고 싶은 것인지? |… 그런 것, 대답할 필요없구나. |거치지 않는. 알고 있지만 대답하여 주지 않아. |. 나는 어떤 수염이 어울린다고 생각해? |너… 혹시 바이데 할아버지에게 보내져 온 감시역이 아닐 것이다? |너… 자이언트의 용사님에게 질문한다면, 좀 더 대답 보람이 있는 질문해 주어라. |… 그런 것이라면, 바이데 할아버지에게 들어 봐라. |최근, 먹어도 먹어도 배가 고픈 것이구나… 이니까일 것이다. |아─도─싫증 지루함. 뭔가 재미있는 이야기 없어? |어쩐지 준다면 대답하여 주어도 괜찮아.
iria_giant.zeder.69	응. 흥미없구나. |… 너, 나를 바보취급 하고 싶은 것인지? |… 그런 것, 대답할 필요없구나. |거치지 않는. 알고 있지만 대답하여 주지 않아. |. 나는 어떤 수염이 어울린다고 생각해? |너… 혹시 바이데 할아버지에게 보내져 온 감시역이 아닐 것이다? |너… 자이언트의 용사님에게 질문한다면, 좀 더 대답 보람이 있는 질문해 주어라. |… 그런 것이라면, 바이데 할아버지에게 들어 봐라. |최근, 먹어도 먹어도 배가 고픈 것이구나… 이니까일 것이다. |아─도─싫증 지루함. 뭔가 재미있는 이야기 없어? |어쩐지 준다면 대답하여 주어도 괜찮아.
iria_giant.zeder.70	너, 방적 스킬이라고 들은 적 있을까? <br/>실은, 하나 부탁이 있지만…. <p/>양모, 모아 가져와 주지 않는가? <br/>가져와 주면, 대신에 방적에 대해 가르쳐 줄테니까. <br/>어때? 나쁘지 않은 이야기일 것이다? <button title='받는다' keyword='@accept'/><button title='다음으로 한다' keyword='@deny'/>
iria_giant.zeder.71	하하하. 이 제다님으로부터 스킬을 배울 수 있다는<br/>영광이다, <username/>! <br/>그러면, 특별히 양모의 베는 방법으로부터 가르쳐 주기 때문에<br/>퀘스트를 받으면, 또 말을 걸어 주어라.
iria_giant.zeder.72	… 쳇, 뭐야. <br/>싫으면 하지 마!
iria_giant.zeder.73	응―… 낚시 스킬은 어때? <br/>정확히 내가 도구도 팔고 있고. <br/>나는 낚시는 취미가 아니지만,<br/>상당히 좋아해 하고 있는 녀석도 있겠어.
iria_giant.zeder.74	또 일하러 왔는지? <br/>너, 의외로 성실한 것이구나. <br/>하지만, 오늘의 분의 일은 전부 끝나 버렸다구?
iria_giant.zeder.75	일, 끝났는지? <br/>그러면, 보고할까? <br/><button title='보고한다' keyword='@report'/><button title='보고하지 않는다' keyword='@later'/>
iria_giant.zeder.76	에… 너, 하지 않은가! <br/>이 할 수 있고라면 불평 없어. <br/>이봐요, 보수 어느 것으로 하지? <button title='보고하지 않는다' keyword='@later'/>
iria_giant.zeder.77	--. 잘 했다! <br/>좋은 결과 좋은 결과. <br/>칭찬해 파견한다!
iria_giant.zeder.78	응―… 나쁘지는 않지만…<br/>조─금 아까웠다.
iria_giant.zeder.79	너… 매우 적당하게 했을 것이다…. <br/>후~… 이런 것은 다른 곳에서도 통용되지 않아?
iria_giant.zeder.80	에? 싫어 하고 말해져도….
iria_giant.zeder.81	너…<br/>의지 없으면 최초부터 받지 마….
iria_giant.zeder.82	또 이번인―.
iria_giant.zeder.83	. 빠르지 않은가. 벌써 끝났는지? <br/>그렇지만, 아직 보고의 시간이 아니다. <br/>나쁘지만, 또 다음에 보고하러 와 주어라.
iria_giant.zeder.84	응? 어떻게 했어? <br/>아직 보고의 시간이 아니구나…? <br/>일도 끝나지 않은 것 같고.
iria_giant.zeder.85	만납니다―… 늦었구나. <br/>이제(벌써) 보고 시간 지나 버렸다구? <br/>다음은 시간도 확실히 체크해 주어라?
iria_giant.zeder.86	너, 그 밖에도 일 찾고 있을 것이다? <br/>그것 끝내고 나서 와 주어라.
iria_giant.zeder.87	그렇다…. <br/><username/>에라면, 특별한 일 맡겨도<br/>좋구나?
iria_giant.zeder.88	에에. 그렇게 오지 않으면! <br/>그러면, 부탁했다구.
iria_giant.zeder.89	… 싫으면 좋아. 다른 녀석에게 부탁하기 때문에.
iria_giant.zeder.90	좋아. 그러면, 준비는 좋은가?
iria_giant.zeder.91	일이 끝나면 말을 걸어라.
iria_giant.zeder.92	싫으면 하지 마!
iria_giant.zeder.93	. 오늘도 왔는가. <br/>힘내라―.
iria_giant.zeder.94	아무쪼록.
iria_giant.zeder.95	야… 쳇.
iria_giant.zeder.96	에에. <br/>이 제다님 직접의 아르바이트,<br/>영광에 생각되어라!
iria_giant.zeder.97	일이 끝나면, 마감 시간전에<br/>나까지 보고하러 오는 것, 잊지 말아요?
iria_giant.zeder.98	이야… 하고 싶지 않으면 하지 마.
iria_giant.zeder.99	… 너, 시간 정도는 확인하는 것이 좋아?
iria_giant.zeder.100	싶고…<br/>모두 제다님의 아르바이트를 하고 싶다는<br/>인기물로… 이제 일이 남지 않는다.
iria_giant.zeder.101	어? 무엇이다 이건…. <br/>나쁘지만, screen shot를 찍어,<br/>불편 보고 게시판에 보고해 주어라.
iria_giant.zeder.102	아… 나쁘다. <br/>그것, 다른 사람에게 부탁한 일이었다. <br/>최근 바쁘고 조금 초긴장해 말야. <br/>오늘은 이제(벌써) 부탁할 수 있을 것 같은 일이 없어.
iria_giant.zeder.103	는―… 시간 초과라고 있지 않은가. <br/>나쁘지만, 또 내일 부탁한다.
iria_giant.zeder.104	응? 나님에게 수리해 주었으면 한 것인지? <br/>좋아 좋아. 그러면, 솜씨를 보여주어 봐라. <br/><repair rate='{0}' stringid='(*/cloth/*)|(*/glove/*)|(*/bracelet/*)|(*/shoes/*)|(*/headgear/*)|(*/robe/*)|(*/headband/*)'/>
iria_giant.zeder.105	1포인트 고쳤어. <br/>… 정말, 재봉 같은 무늬가 아니지만 말야…. |네야.1포인트 고쳤다구. |상당히 어려웠지만,<br/>나님에게 걸리면 살짝살짝의 조금이다.
iria_giant.zeder.106	아─!! <br/>나쁜… 실패해 버렸다…. |… 눈이… 희미하게 보여…. 조금 미스했다…. |나쁜… 조금 실패했다. <br/>역시, 재봉은 본업이 아니기 때문에….
iria_giant.zeder.107	이봐 이봐… 돈이 없어? |과연 나님도, 돈이 없으면…. |나님이 여기의 주인이라면, 공짜라도 좋지만 말야. <br/>일단, 나님도 고용되고의 몸이니까…. 수리비는 필요한 것이다.
iria_giant.zeder.108	응? 더 이상 수리 할 수 없어?
iria_giant.zeder.109	?
iria_giant.zeder.110	이야 사! 완벽!! |도중 조금 위험했지만… 전부 고쳤어. |오랜만의 수리로 조금 불안했지만…<br/>이봐요, 전부 고칠 수 있었어. |나쁘다! 전부 고칠 수 있었다구. <br/>응―… 이것만으로 나무, 용사가 아니고<br/>재봉 전문이라도 좋을지도―.
iria_giant.zeder.111	만납니다―…<br/>어쩐지 싫은 예감은 한 것이다…. <br/>{0}포인트, 수리 할 수 없었다. <br/>나쁜… 정말 미안.
