iria_human.heulfryn.1	[0]포션
taillteann.collen.111	깨달았는지? <br/>정확히 제나의 행방을 쫓고 있던 레이 모어에<br/>발견되었기 때문에 좋기는 했지만<br/>그렇지 않았으면 정말로 위험한 곳이었다. <p/>레이 모어는<username/>씨가 무사하다고 하는<br/>사실을 확인해 방금전 출발했다. <p/>최근 성당 기사단의 지부에서도 확인되고 있는 것이지만<br/>가까운 시일내에 뭔가 터무니 없는 것이 일어날 것 같다. <br/>그림자의 세계에서 지금까지와는 완전히 다른<br/>수수께끼의 에르그가 감지되고 있다고 하는 소문을 들었다. <p/>제나의 행방을 쫓아 혼자서 나간 레이 모어는<br/><username/>씨에게 자신으로부터의 연락을 기다려 주라고 하는<br/>메세지를 남겨 갔어. <p/>레이 모어와 제나에 아무것도 없으면 좋겠지만…<br/>라이미라크의 가호가 있는 일을….
taillteann.collen.112	헝겊을 없애 버렸는가. <br/>자, 제나로부터 맡은 헝겊이다. <br/>제나는 먼저 가서 기다리고 있다고 했어.
taillteann.collen.113	아직 제나를 만날 수 있지 않은 것인지. <br/>제나를 만날 수 있는 미션을 한번 더 주자.
taillteann.collen.114	아직 제나를 만날 수 있지 않은 것인지? <br/>미션을 한번 더 주자.
taillteann.collen.115	시골의 사제가 에이리후 왕국으로부터의 전언을<br/>받는 것은 좀처럼 없다. <p/>그러나 알고 있는 대로<br/>제나에 관한 일이라면<br/>나도 어려운 입장에 놓여져 있기 (위해)때문에<br/>고심하고 있던 것이야. <p/>어쨌든<username/>씨가 이렇게 해<br/>방문해 주어 정말로 좋았다. <p/><username/>씨라면 믿어<br/>제나가 있는 장소를 가르칠 수가 있을 것 같아.
taillteann.collen.116	벌써 다른 그림자 미션을 진행되고 있구나. <br/>그것을 완료시키든가 방폐[放棄] 하고 나서 또 말을 걸어 줘.
taillteann.collen.117	할 수 있으면 성당 기사단에 관한 일은<br/>피하고 싶었지만, 사정으로부터 헤아리는에<br/>제나의 도움이 필요한 것 같다. <p/>룬다에 있는 성당 기사단 지부에 관련하는 일이라면…<br/>이 도면을 가지고 가면 좋다. <p/>제나는<br/>탈틴의 제단을 통해서<br/>만날 수가 있을 것이다.
taillteann.collen.118	벌써 다른 그림자 미션을 진행되고 있구나. <br/>그것을 완료시키든가 방폐[放棄] 하고 나서 또 말을 걸어 줘.
taillteann.collen.119	기타
taillteann.collen.120	기타
taillteann.devi.1	데이비가 로그인했습니다.
taillteann.devi.2	[0]허가증
taillteann.devi.3	아~, 지루하다. |싶고, 뭔가 재미있는 일이군요~의 것인지인? |나에게 은행이 아니고 전장을 줘! |완전히 이 마을에는 사랑스러운 아가씨가 없는 걸까. |숨겨 둔 술도 없어져 버린, 칫. |꿰매는 아 아! 일로부터 도망이고 싶은거야 예네|귀찮고 키~|… 위문의 편지를 보내 오는 녀석이 한명도 없어…
taillteann.devi.4	[0]허가증
taillteann.devi.5	(말이 통하지 않는 것 같다.)
taillteann.devi.6	<npcportrait name='NONE'/><title name='NONE'/>매끄러운 금발을 높은 위치에서 묶은 오만한 시선의 청년. <br/>뭔가 하고 싶어서 견딜 수 없다고 한 표정이다. <button title='계속한다' keyword='@continue'/>
taillteann.devi.7	이야. 건강한가? 은행에 맡기고 싶은 것이라도 있는지?
taillteann.devi.8	<button title='거래' keyword='@shop'/>
taillteann.devi.9	
taillteann.devi.10	<button title='회화' keyword='@talk'/><button title='은행' keyword='@bank'/>
taillteann.devi.11	<button title='종료' keyword='@end'/>
taillteann.devi.12	<button title='회화' keyword='@talk'/><button title='은행' keyword='@bank'/><button title='쿠폰' keyword='@coupon'/>
taillteann.devi.13	<button title='종료' keyword='@end'/>
taillteann.devi.14	오늘이나 지루한 하루가 시작되었습니다 라고 말야. <br/>응으로, 너는 뭔가 필요한 것이라도 있는지?
taillteann.devi.15	편, 대단히 열심이다? 서, 성실하게 벌지 않으면.
taillteann.devi.16	여기는 처음의 같지만?
taillteann.devi.17	지난번 돈을 맡기러 온 사람인가?
taillteann.devi.18	이야, 또 왔군. 최근 돈벌이가 좋은 것 같다.
taillteann.devi.19	쭉 보고 있으면 주근깨도 사랑스러운 것이다.
taillteann.devi.20	<username/>, 이 마을에 오고 나서 너에게 제일 좋게 만나는 것 같다.
taillteann.devi.21	응, 필요한 것은?
taillteann.devi.22	[0]허가증
taillteann.devi.23	쿠폰을 교환하러 왔는지?? <br/>교환하고 싶은 쿠폰의 번호를 말해 봐라. <br/>한 자 한 자, 정확하게. <inputbox title='Coupon Exchange 쿠폰 교환' caption='쿠폰 번호를 입력해 주세요' max_len='20' allow_cancel='true'/>
taillteann.devi.24	좋아. 목록에 쿠폰이 들어가 있을 것이다. <br/>오른쪽 클릭 해 사용하면, 아이템을 받을 수가 있다.
taillteann.devi.25	, 이 쿠폰은 기간이 지나고 있겠어? <br/>완전히, 가진 벼~~.
taillteann.devi.26	무엇이다, 이 쿠폰은 이미 사용되고 있겠어? <br/>내가 그렇게 얼간이로 보였는지?
taillteann.devi.27	쿠폰 번호가 조금 이상하다. <br/>한번 더 확인해 봐라.
taillteann.devi.28	응… 쿠폰 번호는 맞고 있는 것 같지만…<br/>이 쿠폰, 지금은 교환해 줄 수 없구나. <br/>귀찮겠지만 불편 보고 게시판에 보고해 줘. <br/>그리고는 서포트 메일도 보내는 편이 좋구나.
taillteann.devi.29	이 서버의 쿠폰이 아니구나.
taillteann.devi.30	이 쿠폰 어디에서 솟아 올라 온 것이야? 이상하다.
taillteann.devi.31	야무지지 못한 녀석이다. 평상시부터 조금은 목록의 정리를 해라. <br/>혹은 가방의 정리다.
taillteann.devi.32	<npcportrait name='NONE'/><title name='NONE'/>데이비와의 회화를 끝냈다.
taillteann.devi.33	하필이면 은행에 와 왜 잡화상을 찾아? 그렇지 않아도 귀찮은데…<br/>뭐, 저 녀석이라면 너라고 서로 마음이 맞을지도 모르는구나.
taillteann.devi.34	그런 것타라나 이멘마하라도 가지 않으면 없어. <br/>이런 벽촌에 무엇을 바래?
taillteann.devi.35	창의나 조금 배가 고팠군. <br/>나쁘지만 피에릭의 곳에 가면 배달을 부탁해 주지 않는가?
taillteann.devi.36	쿠쿡, 너도 예쁜 치료자의 아가씨를 만나러 가는지? <br/>아… 정말 나도 시골에 너무 좋은 것 같구나.
taillteann.devi.37	그런 것, 이 마을에 있었다고 해도<br/>장사가 된다고 생각할까?
taillteann.devi.38	은행은 여기다. 만약 처음이라면, 이 기회에 계좌의 하나에서도 만들어 가라.
taillteann.devi.39	성당 기사단 같은건 모르지만…<br/>팔라딘 기사단이라면 조금 알고 있겠어. <br/>뭐? 성당 기사단이 아니면 필요없다는? <p/>체, 나라도 한가하지 않아. <br/>바쁜 시간을 할애해 이야기를 들어 주었는데…
taillteann.devi.40	나? 나는 데이비다. <br/>너, 이름으로부터 해 북쪽의 벽촌 출신인가? 프푹.
taillteann.devi.41	일전에 함께 온 그 아가씨는 누구야? <br/>너 혼자서 오는데는 흥미가 없다.
taillteann.devi.42	내가 이런 일자신으로부터 하고 있다고 생각할까? 당연, 의무로 하고 있다. 병역중!
taillteann.devi.43	병역 중(안)에서는 제일 지루한 일이다. <br/>(이)가 아니면, 너와 이런 이야기 하지 않아. 우우… 완전히.
taillteann.devi.44	그런은 한 돈을 맡기거나 꺼내거나 몇번이나 번거롭게 할 수 있지 마.
taillteann.devi.45	가방을 가득 가지고 다니면 좋을 것이다. 어째서 은행에 맡겨 번거롭게 할 수 있는거야. 나참…
taillteann.devi.46	너, 돈이 조금 줄어든 기분은 하지 않는가? 쿠크, 최근 확인해 보았는지? <br/>물론 농담이야. 그런은 한 돈에 흥미는 없어.
taillteann.devi.47	그런 소문 어디서 들은 것이야? 흥, 뭐 모략하는 것이 아니지만. <br/>그렇다, 나의 아버님은 왕국에서도 손꼽히는 권력자다. |귀족이니까는 모두가 행복한 것이 아니다. |인생을 즐기면서 살아 있기 때문에 라고, 사려가 없는 인간같이 생각하지 마. |사람이 많고 시끄러운 장소는 정말 싫지만, 은행이라는 곳은 진짜로 재미있구나. <br/>어제 온 사람이 또 와 다른 이야기를 해… 쇼트 무비를 보고 있다는 느낌일까? 프푹. |이번 병역조차 끝나면, 응… 무엇을 해야 하는가…|이런 시시한 일을 하기 위해서 군대까지 오게 되어졌을 것이 아닌데… 완전히, 지루하다. |너, 엘프나 자이언트가 인간과 평등하다고 생각하는지? 놀랐군. <br/>인간들의 사이에서도 엄연한 계급이나 신분의 차이가 있는 것인데… 하아…|이번에 타라에 가는 일이 있으면, 어느 술집에서도 좋으니까 말해 나의 이름을 말해 봐라. <br/>VIP 대우를 받을 것이다. 후후, 예는 필요하지 않다. 핫핫학. |왕위 계승의 서열로 말하면, 이 데이비도 10개의 손가락에 들어오겠어. <br/>그렇다고 해 모두가 모두왕이 될 수 있는 것이 아니고<br/>정직 그다지 왕이 되고 싶지 않고. <br/>그것보다 어딘가에 재미있는 것이군요~일까? <p/>그 중 전쟁이 즈돈! (와)과 일어날지도 모른다고 하는 소문이 있었지만<br/>그 무렵에는 전장을 빠져 나가 대활약! <br/>그리고 나도 루·라바다와 같이 전쟁 영웅으로서 우러러볼 수 있는 거야.
taillteann.devi.48	혹시, 아이바가 가지고 있는 팬던트를 본 적 있을까? <p/>저 녀석, 어디서 손에 넣었는지, 나와 같은 모양이 그려진 팬던트를 가지고 있던 것이다.
taillteann.devi.49	이 마을에 도착해 조금은 알고 있는지? <br/>이런 일은, 그 유명한 모이트라 전쟁은 알고 있을까?
taillteann.devi.50	다른 녀석의 이야기는 그다지 재미있지 않지만, 잡화상의 피에릭의 이야기라면 언제라도 환영이다. <br/>저 녀석, 남자의 주제에 매일밤 감자 맛사지를 하고 있다.
taillteann.devi.51	이니까 그런 일 신경쓰지? 엉망진창 불쾌하다.
taillteann.devi.52	그저께도 듣지 않았는지? 기억력이 없구나.
taillteann.devi.53	몰이꾼의 마을의 사람들과는 상당히 오랫동안 함께 살아 왔기 때문에<br/>지루해 평온한 일상 이외에 재미있는 것이 없다. 완전히… 지루하고 어쩔 수 없어.
taillteann.devi.54	정의 밖에 사는 드루이드의 할아버지는 조금 노망나고 있는 것 같다. <br/>가끔 여기에 오지만, 그때마다 맡기지 않은 터무니 없는 것을 줘는… 곤란한 것이구나. <br/>하지만, 뭐, 나쁜 사람이 아닌 거야. |연금 술사의 할머니는 나이에 비해서 꽤 미인이다. 그렇다고 해서 할머니에 지나지 않지만. |브렌다? 뭐 상냥하고 상냥하지만, 나의 취향과는 조금 다르구나. 나? <br/>베안르아에 있는 붉은 털의 아가씨. 저것 정도가 아니면 나의 수준에 맞지 않아. |아이바의 녀석, 그 세에 모친과 떨어져 혼자서 여기에 와 있다니 강하구나. <br/>뭐 아직 아이인데 조금 딱하기도 하지만. |연금술? 이 마을은 여기도 저기도 연금술 붐인 것 같지만,<br/>남자라면 역시 검사일 것이다, 다를까? |친위대장 팔론에 대해서는 나도 조금 말하고 싶은 것이 있다. <br/>이것은 공연한 비밀이지만<br/>혹시 팔론의 출신에 대해 알고 있을까? <br/>시시한 평민 출신이라고 들은 것이지만…<p/>모이트라 전쟁으로 운 좋게 승리했다는 것뿐로<br/>영웅이라든가라고 말해지고 있는 것을 보면 정직장이 끓어오를 때가 있겠어. <p/>아무리 소란을 피워도 평민일 것이다. <br/>평민 출신이 어떻게 친위대장에까지 익숙해 졌는지…<br/>세상도 아직. 흥…
taillteann.devi.55	자. 흥미가 없는 이야기다.
taillteann.devi.56	평민의 생활은 잘 모르는구나.
taillteann.devi.57	후와 아…. 나쁜, 나쁘다. 참으려고 노력했지만 너무 지루한 이야기로 말야.
taillteann.devi.58	그런 이야기가 아니고, 재미있는 일 없는 것인지?
taillteann.devi.59	잘 모르는 이야기다. |그것뭐야?
taillteann.devi.60	실제 스킬 따위는 평민들이 열심히 배우는 것이다…<br/>나와 같은 귀족은… 뭐… 배우게 해도 받을 수 없었던 거야…
taillteann.devi.61	응…
taillteann.devi.62	이런 벽촌에서 마음에 드는 선물은 오래간만이다.
taillteann.devi.63	. 이런 물건을 나에게 주는지? 너, 벌써 가진 좋은이라고 생각하지 않은가? 프푹
taillteann.devi.64	뭐, 주기 때문에 일단 받지만.
taillteann.devi.65	전는 이런 물건을 선물로 주는 것 같다?
taillteann.devi.66	그런 타이틀은 어느 정도 지불하면 얻을 수 있지? 돈이라면 충분히 있는 것에.
taillteann.devi.67	. 그런 녀석과는 몰랐어요. 너, 다시 보았어.
taillteann.devi.68	, 그 꽃의 일인가. <br/>창의나 대단히 지나지마. <br/>조금 전까지는, 언제나 아침이 되는 어떤 연금 술사가 꽃을 가져 묘지 쪽에 향하고 있었지만. <br/>아, 연금 술사들은 옷을 본 것 뿐으로 금방 안다. <p/>그러나 그 연금 술사를 보지 않게 되고 나서 대단히 지나는데 꽃은 아직 놓여져 있는지? <br/>그 녀석은 기묘한 일이다. 너… 혹시 나를 위협하려고 지어낸 이야기 했지 않을 것이다?
taillteann.devi.69	(의류 가방을 Tabi로 가져 가십시오.) 음, 바지를 던지고 있습니다. 왜 나 한테 줬어?
taillteann.devi.70	<button title='바지가 새 것인지 묻습니다' keyword='@answer_1'/>
taillteann.devi.71	(타이 비는 미소를 지으며 그의 어깨를 으쓱했다.) <p/>는 새로운이지만, 그렇지 않은 경우 및 그의 마음은, <BR/>원하는? 그것을 필요로하지 않는다는 것을 의미 얼마나 당신이 바지를 많이 살 수없는 경우에도 마찬가지입니다. </p>원래 원래 원숭이가 입을 수 있기를 바랐다. 그러나 다시 돌려 받았다. 고마워?
