tirchonaill.dilys.1	디리스가 로그인했습니다.
tirchonaill.malcolm.158	후크로우가 전달해 준 퀘스트를 보신 것이군요. <br/>오셔 주어 기쁩니다. <br/>실은, 알비 던전에 갔을 때에 반지를 떨어뜨려 와 버린 것 같습니다만,<br/>찾으러 가려고 해도 가게가 있어 자리를 뗄 수 없어요. <button title='계속한다' keyword='@continue'/>
tirchonaill.malcolm.159	미안합니다만, 나 대신에 찾아 와 받을 수 없을까요? <br/>이것을 제단에 던져 들어가면 찾을 수 있을 것입니다. <br/>나에게 있어서는 굉장히 소중한 반지인 것으로…<br/>잘 부탁드립니다. <button title='계속한다' keyword='@continue'/>
tirchonaill.malcolm.160	아, 위험한 부탁을 해 둬, 아무것도 돕지 않는다고 하는 것도 좋지 않지요. <br/>던전은 위험한 곳이기 때문에, 전투용의 스킬이 있는 편이 좋을 것입니다. <br/>내가 카운터 어택 스킬을 가르치기 때문에, 전투로 사용해 봐 주세요. <br/>적의 공격을 되튕겨낸다, 매우 도움이 되는 스킬입니다. <button title='계속한다' keyword='@continue'/>
tirchonaill.malcolm.161	알비 던전에 빨리 갈 수 있는 아이템을 드립니다. <br/>이 붉은 여신의 날개를 사용하면, 곧바로 알비 던전으로 날 수 있습니다. <br/>잘 부탁드립니다.
tirchonaill.malcolm.162	반지를 찾아내 주신 것이군요. <br/>대단했던 것이지요. 정말로 감사합니다.
tirchonaill.malcolm.163	아, 친구입니까…<p/>나는 누군가와 친하게 지내는 것은 그다지 없습니다만,<br/><username/>씨와라면 마음이 맞을 것 같은 생각이 들고,<br/>친구가 될 수 있으면 기쁘겠습니다. <br/>앞으로도 가끔 놀러 와 주세요.
tirchonaill.malcolm.164	방직이라고 하는 스킬을 아시는 바입니까. <br/>실을 뽑아 옷의 옷감을 만드는 스킬입니다. <br/>방직 스킬을 배우고 싶습니까? <p/>실은 「굵은 실」의 재고가 바닥나, <br/>주문이 쌓여 버리고 있습니다… <br/>그 재료가 되는 양모를 가지고 와 받을 수 있으면, <br/>내가 방직 스킬을 가르쳐요. <p/>밖에서 기다리고 있으면 양모의 예분을 쓴 메모를<br/>후크로우가 배달해 줄 것입니다.
tirchonaill.malcolm.165	트레보군과는 나도 긴 교제입니다. <br/>같은 트레보군의 친구끼리라고 하는 일로,<br/>나로부터의 자그마한 선물을 받아 주세요.
tirchonaill.malcolm.166	어서 오십시오, <username/>씨. <br/>싫다, 나의 중요한 친구인<username/>씨를 잊을 이유가 없을 것입니다? <br/><username/>씨는 나에게 있어 특별한 사람이에요.
tirchonaill.malcolm.167	아, 노라와 친구이군요. <br/>노라와 친구라면, 나의 친구이기도 하네요. <button title='계속한다' keyword='@continue'/>
tirchonaill.malcolm.168	이것은 노라에 친절하게 해 주고 있는 일에 대한,<br/>자그마한 감사의 기분입니다.
tirchonaill.malcolm.169	아, 던컨 촌장님께서 주신 옷본이라고요? <br/>어디 한 번 볼까요... <p/>재미있게 생긴 옷이군요. 실제로 만들어 보면 참 예쁠 것 같습니다. <br/>잠시 좀 기다려 주시겠어요? <br/><username/>씨에게 꼭 맞게 만들어 드리겠습니다. <p/>(말콤은 한참동안 재봉 도구를 이용해 옷을 만들었다. <button title='계속하기' keyword='@continue'/>)
tirchonaill.malcolm.170	여기 있습니다. <br/><username/>씨가 입으면 참 잘 어울리겠어요. <br/>나중에 다 입어보시고 꼭 한 번 들러 주세요.
tirchonaill.malcolm.171	[6]이벤트
tirchonaill.malcolm.172	[6]이벤트
tirchonaill.malcolm.173	[0]잡화;[1]모자;[2]구두 글로브;[3]의상;[4]고급 의상;[6]이벤트
tirchonaill.malcolm.174	혹시… 나에게 선물을 줍니까? <button title='네' keyword='@Yes'/><button title='아니오' keyword='@No'/>
tirchonaill.malcolm.175	이런 선물을… 정말로 감사합니다.
tirchonaill.malcolm.176	아…<br/>그렇습니까…<br/>하네요…
tirchonaill.malcolm.177	말콤의 통행증을 받았습니다.
tirchonaill.malcolm.178	내가 준 통행증이 없는 것 같네요. <br/>반지 찾기가 잘 되지 않았던 것입니까. <br/>어쨌든 또 하나 드리기 때문에,<br/>반지 찾기를 잘 부탁드립니다.
tirchonaill.malcolm.179	나의 통행증을 드리려고 생각한 것입니다만, 받을 수 없는 것 같네요. <br/>목록을 비워 받은 뒤, 건네주겠습니다.
tirchonaill.malcolm.180	그렇다, 위험한 부탁을 해 둬, 도움 없음이라고 말할 수는 없지요. <br/>조금 던전에서 도움이 되는 스킬에 대해 가르쳐 둡니다. <p/>던전은 위험한 곳이기 때문에, 전투용의 스킬이 있는 편이 좋을 것입니다. <br/>카운터 어택 스킬이 있으면 도움이 된다고 생각합니다만…<br/>적의 공격을 되튕겨낸다, 매우 도움이 되는 스킬입니다. <p/>자신의 힘은 아니고 상대의 힘을 이용한 공격인 것로<br/>나와 같이 집에(뿐)만 두문불출해 생활하고 있는 인간에게 딱 맞다고<br/>레이널드 선생님이 가르쳐 준 것입니다. <p/>그렇지만 나도 흉내 정도의 레벨에 지나지 않기 때문에…. <br/>분명하게 배우고 싶다면 역시 레이널드 선생님에게 부탁하는 것이 좋다고 생각합니다. <button title='계속한다' keyword='@continue'/>
tirchonaill.malcolm.181	반지를 찾아내 주신 것이군요. <br/>대단했던 것이지요. 정말로 감사합니다. <br/>카운터 어택 스킬은 도움이 된 것입니까? <br/>카운터 어택 스킬을 좀 더 몸에 익히고 싶었으면, 레이널드 선생님이나 트레보군을 만나 봐 주세요.
tirchonaill.malcolm.182	요전날은 없앤 반지를 찾아내 주세요, 정말로 살아났습니다. <br/>나는 누군가와 친하게 교제하는 것에 그다지 익숙해져 있지 않습니다만<br/><username/>씨와는 기분도 맞을 것 같고… 이니까 서로 친구가 될 수 있으면라고 생각합니다. <p/>조금 부끄럽습니다만, 나의 이름이 들어간 타이틀을 붙여 드리고 싶다고 생각합니다. <br/>이 「말콤의 친구」타이틀은, 캐라크타윈드우를 열면 선택할 수 있습니다. <br/>앞으로도 가끔 놀러 와 주세요.
tirchonaill.malcolm.183	라비 던전에는 특별한 기간만 입장할 수 있는 전설의 던전이 있다고 전해지고 있습니다. <br/>거기는, 전혀 파트너의 없는 사람들이 점령했다고 말해지는 던전이라고 해,<br/>그 던전의 안쪽에는 많은 커플로부터 빼앗은 선물이 숨겨져 있는 것 같습니다. <br/>여기로부터 선물을 찾아내, 그녀에게 선물 하면 일생 행복하게 된다고 하는 전설이 전해지고 있습니다. <br/>정확히 여기의 문이 열리고 있다고 하는 것으로, 도전해 보면 어떻습니까? <p/>던전에 들어가기 위해서는 특별한 통행증이 필요합니다. <br/>아무래도 던전에 들어갈 수 있는 이 기간만<br/>티르코네일의 연못에서 낚시를 하면, 보기 드물게 통행증이 잡히는 일이 있다고 하는 것으로 찾아 봐 주세요.
tirchonaill.malcolm.184	너무 늦었어요. <br/>전설의 던전의 문은 이미 닫혀 버렸습니다. <br/>다시 문이 열리는 때는 찬스를 놓치지 말아 주세요.
tirchonaill.malcolm.185	화이트 데이의 라비 던전에는 슬픈 전설이 있습니다. <br/>… 그렇지만 나는 전설 따위는 믿지 않습니다. <p/>매년 화이트 데이가 되면<br/>슬픈 전설에 이끌린 많은 커플들이<br/>라비 던전을 앞도 없게 방황하는 것 같습니다. <p/>그러니까일까요? <br/>던전에 입장하기 위한 통행증은<br/>낚시에서만 손에 들어 오는 것 같습니다. <p/>티르코네일의 아데 리어강에서<br/>열심히 낚시를 하고 있으면<br/>잡힌다고 들었습니다만….
tirchonaill.malcolm.186	너무 늦었어요. <br/>화이트 데이는 끝났습니다. <p/>라비 던전의 슬픈 전설도<br/>이윽고 사람들의 기억으로부터 잊고 떠나지겠지요.
tirchonaill.malcolm.187	그렇다, 위험한 부탁을 해 둬, 도움 없음이라고 말할 수는 없지요. <br/>조금 던전에서 도움이 되는 스킬에 대해 가르쳐 둡니다. <p/>던전은 위험한 곳이기 때문에, 전투용의 스킬이 있는 편이 좋을 것입니다. <br/>카운터 어택 스킬이 있으면 도움이 된다고 생각합니다만…<br/>적의 공격을 되튕겨낸다, 매우 도움이 되는 스킬입니다. <p/>자신의 힘은 아니고 상대의 힘을 이용한 공격인 것로<br/>나와 같이 집에(뿐)만 두문불출해 생활하고 있는 인간에게 딱 맞다고 합니다. <p/>그렇지만 나도 흉내 정도의 레벨로, 누군가에게 가르칠 정도가 아닙니다. <br/>트레보씨가 카운터 어택에 매우 자세한 것 같았으므로<br/>알비 던전에 갈 때 한 번 만나 배워 봐 주세요. <button title='계속한다' keyword='@continue'/>
tirchonaill.malcolm.188	작은 구슬을 가져온 것이군요. <br/>자, 날개 펜을 부탁합니다.
tirchonaill.malcolm.189	반지를 찾아내 주신 것이군요. <br/>대단했던 것이지요. 정말로 감사합니다.
tirchonaill.meven.1	메이븐이 로그인했습니다.
tirchonaill.meven.2	응? 지금 거기에 뭔가 있던 것 같은…|! |후후…(웃음) |…|? |아, 양복의 다림질을 잊은…|아무도 오지 않고, 조금 쉴까…|그렇게 말하면, 밭을 슬슬 경작하지 않으면…
tirchonaill.meven.3	<npcportrait name='NONE'/><title name='NONE'/>침착한 분위기에 온화한 표정을 한 이 남자는, 감도는 분위기나 복장으로부터 해 분명하게 성직자다. <br/>딱 좋은 길이의 은빛의 머리카락이 바람에 흔들리고 움직이는 그 얼굴로부터는, 친밀감을 느낀다. <br/>한가한 전원생활이 신체에 친숙해 져, 온화한 그 눈으로부터는 상냥함이 엿볼 수 있다. <br/><button title='계속된다' keyword='@continue'/>
tirchonaill.meven.4	라이미라크님이 당신을 여기에 이끌어 주셨습니다. <br/>
tirchonaill.meven.5	성당에 어서 오십시오. <button title='회화' keyword='@talk'/>
tirchonaill.meven.6	그런데, 그 밖에 아직 용무는 있습니까? <br/><br/><button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/>
tirchonaill.meven.7	화이트데이 이벤트
tirchonaill.meven.8	어린이날 이벤트
tirchonaill.meven.9	라이미라크님이, 당신을 여기에 이끌어 주셨습니다. <br/>
tirchonaill.meven.10	다시 만나뵐 수 있어 기쁩니다. <br/>
tirchonaill.meven.11	<username/>씨군요? <br/>뭔가 도울까요. <br/>
tirchonaill.meven.12	만나뵐 수 있어 기쁩니다,<username/>씨. <br/>
tirchonaill.meven.13	최근은 잘 뵙네요. <username/>씨. <br/>만나뵐 수 있어 기쁩니다.
tirchonaill.meven.14	정확히, 지금 나에게 몇개의 미션 스크롤이 있습니다.
tirchonaill.meven.15	<npcportrait name='NONE'/><title name='NONE'/>메이븐과의 회화를 끝냈다.
tirchonaill.meven.16	최근, 잡화상에도 가고 있지 않네요…. <br/>한 번, 모이지 않으면…. <br/>잡화상에 갈 수 있는 일이 있으면,<br/>말콤에 아무쪼록 전해 주세요.
tirchonaill.meven.17	식사의 시간이 되면,<br/>이 위의 케이틴의 식료품점으로부터,<br/>맛있는 요리의 냄새가 납니다.
tirchonaill.meven.18	최근, 은행도 일손이 충분하지 않는 것 같습니다. <br/>그 밖에 사람이 있는 것도 아니기 때문에…. <br/>베빈씨는 무리해 자신 혼자서 일을 하고 있는 것 같습니다…. <p/>은행의 일에 사제의 내가 참견할 수도 없으니까…. <br/>은행에는 벌써 갈 수 있었습니까? 이 바로 위에 있어요.
tirchonaill.meven.19	체의 병은 치료자의 집에서, 마음의 병은 성당에서 달랠 수가 있겠지요. <br/>육체에 집착 너무 해 영혼의 순수함을 잃지 않게<br/>유의해 주세요. <br/>그것은 티르나노이의 강림을 멀리하는 것…. <p/>… 치료자의 집은 광장으로부터 시드스넷타분에 올라 가면 있습니다.
tirchonaill.meven.20	여관에서 일하고 있는 노라는,<br/>피르아스와는 먼 친척에 해당합니다. <br/>그렇지만, 이 이야기는 듣지 않았던 것으로 해 주세요. <br/>뭔가 이유가 있을 것이라고 생각합니다만, 그 이야기를 그다지 하고 싶어하지 않는 것 같은 것으로. <br/>
tirchonaill.meven.21	대장간이라고 하면, 조금 전에 밭을 경작하는데 사용하는 뽕나무가 망가져 버린 것이에요. <br/>카지야에 갈 생각이 완전히….
tirchonaill.meven.22	마비노기와는, 음유시인이<br/>고보다 구전된 노래의 일입니다. <br/>그 대부분은 전설의 영웅들의 이야기입니다. <br/>당신도 한 번 정도 들었던 것은 있는 것은 아닙니까. <p/>한쪽 팔을 잃어도 더 기가 죽지 않고 마족으로 향한<br/>위대한 왕, 누아자의 이야기나,<br/>마족포워르를 넘어뜨려 이 세계에 평화를 가져온<br/>빛의 신루…. <p/>그리고 인간의 영혼을 마족과 거래한 사악한 마법사,<br/>자브키엘의 이야기 따위 많은 노래가 구전되고 있습니다….
tirchonaill.meven.23	광장은 이 성당앞의 길을 조금 위가 입니다. <br/>곧 근처인 것으로 걱정 필요하지 않습니다. 하하하…. <br/>간단하게 발견되어요.
tirchonaill.meven.24	여기는 라이미라크신을 제사 지내는 곳입니다. <br/>여기로부터 하나님의 베품과 사랑을 보다 많은 사람들에게<br/>전하는 것이 우리의 사명입니다. <br/>
tirchonaill.meven.25	조금 배가 비었어요…. <br/>뭔가 먹지 않습니까? <br/>괜찮으시면 케이틴의 식료품가게에 가<br/>무엇인가, 사 주지 않겠습니까…. <p/>하하하… 성당의 성직자인 것 돈에 여유는 있을 리가 없기 때문에,<br/>조금 헌금할 생각으로, 대접해 받을 수 있으면 살아납니다만….
tirchonaill.meven.26	… 성당에서 무기가게의 이야기입니까…. <br/>독특한 취미를 가지고 계신 분이군요…. <br/>무기는 성당보다 대장간에서<br/>묻는 편이 좋을까 생각합니다만…. <p/>… 설마, 대장간에서 성당의 일을 들어<br/>여기에 왔다 같은 것은 없겠지요?
tirchonaill.meven.27	하하하… 보시는 바와 같이<br/>로브 일착으로 끝내고 있는 허술한 생활이므로…. <br/>오히려, 엔데리온 사제가 묻는 편이 좋을 것입니다? <p/>엔데리온 사제도 같았던걸까…?
tirchonaill.meven.28	개라면 잡화상에 가 봐 주세요. <br/>작곡 스킬의 책이라면 보았던 것이 같은…. <br/>어디에라도 있어야 할 마비노기에 관한 책도 1권도 없었지만…. <p/>… 장사를 위해서지요. <br/>모두는 책을 읽는 시간도 없다고 말하는 일인 것인가….
tirchonaill.meven.29	관청? <br/>이런 시골에 관청 따위는 없습니다. <br/>게다가, 이 마을은 왕국의 지배하는 아니고<br/>우레이드의 자손들에 의한 자치구와 같은 것으로…. <p/>관청에 가지고 싶다면<br/>큰 마을에 갈 수 있는 편이 좋을 것입니다. <br/>던바튼이라면 있을 것입니다. <p/>만약, 이 마을에서의 사건을<br/>자세하게 알고 싶다고 하는 일이라면<br/>던컨 촌장의 집을 방문하는 것이 좋을 것입니다.
