emainmacha.subnpc.cecil.1	세실 데뷔.
g2.243	체가 나쁜 사람입니까…? <br/>는은, 나도 이따금 감기에 걸려 움직일 수 없어서<br/>사람에게 부탁해 약을 사 받지만…. <br/>그런 분들에게 언제나 감사하고 있습니다. <p/><username/>씨가 감기에 걸리면<br/>내가 대신에약을 사 줄까요…? <p/>는은… 농담입니다.
g2.244	상처난 사람들을 치료 해 줍니까…? <br/>응… 나는 상처나지 않지만…? 하하…. <p/>상처나고 있는 사람이라면, 싸우고 있는 사람이<br/>많은 곳에 가 찾아 보세요…. <br/>나는 싸워 따위는 너무 좋아하지 않지만…. <p/>내가 할 수 없는 탓인지<br/>모험가들은 언제나 근사하다고<br/>생각하고 있습니다… 아하하….
g2.245	거치지 않는…<username/>씨도 완전히~. <br/>그런 일로 나를 유혹하려고 해도 쓸데없어요~<p/>이렇게 보여도 나의 자산은<br/>튼튼한 몸 하나 밖에 없으니까~. <p/>아, 아니, 미모도 물론 있을까나… 테헤헤….
g2.246	어머등…<username/>씨,<br/>뭐 해 돌고 있습니까…? <p/>상처나고 있는 사람을 돕고 돕니까? <p/>―<username/>씨, 그것은 속고 있습니다~<p/>네─와아…? 아아… 아그네스,<br/>그 교활한 아이에게 속은 것이에요~<br/>자신의 곳의 붕대와 피닉스의 날개를<br/>많이 팔기 (위해)때문에이랍니다~…. <p/>반드시 반품은 해 주지 않는다고 생각한다…. <br/>응응, 인간 체념이 중요, 단념하고 단념해, 에에….
g2.247	환자를 돕고 있는 거야? <br/>후후, 좋·은·일 하고 있다. <p/>그렇지만, 전문 지식이 없으면<br/>중병인 사람은 보살펴 줄 수 없어요. <br/>치료자의 아그네스에 곳에 가<br/>필요한 지식을 가르쳐 받으면 어떨까? <p/>미숙해도 치료 스킬을 분명하게 배운 사람에게 치료되는 편이,<br/>반드시 도와 받는 측도 안심할 수 있다고 생각하기도 하고… 후후….
g2.248	어머나… 치료 스킬을 배운 거네? <br/>어땠어, 치료자의 일은. <br/>후후… 이렇게 해 보면 환자를 돕고 있다고 하는 것보다는<br/>오히려 아그네스를 돕고 있는 것 같구나. 우후후…. <p/>어쨌든<username/>씨의 덕분에<br/>많은 사람들이 구해진 것이라면 그것으로 좋은 것이 아닌 것일까. <br/>편등, 노력해.
g2.249	환자를 돕는 것은 간단한 것은 아니라고 생각합니다만,<br/>어떻게 하면 좋은 것인지는 생각해 보았습니까? <p/>필요하면 도움이 되는 책을 추천 해 줄까요? <br/>아, 그렇게 말하면, 생각해 보면 아그네스 누나도<br/>그것과 관련한 책을 많이 가지고 있는 것 같지만…. <p/>그렇지만, 아마 응급 치료 스킬을 모른다고<br/>읽어도 도움이 되지 않을지도…. <p/>네와… 직접 가서 물어 보면 어떻습니까? <br/>치료자의 집은 광장으로부터 약간 북쪽에 있어요.
g2.250	이제(벌써) 스킬을 배워<br/>치료를 하기로 한 것이군요? <br/>굉장하네요. <p/>그렇지만, 도시 중(안)에서는 아무리 걸어 다녀도<br/>치료를 필요로 하는 사람은 없다고 생각합니다. <br/>던전이라든지에 가지 않으면. <p/>뭐, 이따금 흐레이더─오빠가 꾀병을 하면<br/>붕대로 감는 체를 해 줄 필요는<br/>있지만.
g2.251	좋은 일이구나. <br/>환자들이야말로, 다른 사람들의 도움을<br/>절실하게 필요로 하는 새끼양인 것이니까…. <p/>도움을 필요로 하는 사람이 있으면<br/>성심성의로 보살펴 줘.
g2.252	응… 다친 사람들을<br/>치료해 돌고 있다고? <br/>좋은 일이구나. <p/>그렇게 생각하면…. <br/>이전, 이멘마하가 마족들에게 습격되었을 때도,<br/>에스라스씨가 헌신적으로 부상자들을<br/>치료해 준 것이다. <p/>그 쪽의 선행을 본받다니<br/>훌륭하다. <br/>라이미라크씨도 축복해 줄 것이다.
g2.253	에~, 사람에게 도움이 되는 일을 찾고 있다. <br/>그래서, 외로운 것 같은 사람을 찾아 도와 주는 거네. <p/>…. <p/><username/>씨…. <br/>웃지 않고 들어 줄래? <p/>실은 나…. <p/>매우 외로운거야! <p/>모두는 사람의 일을 잘 모르는 주제에,<br/>미인이니까는 모텔이라고 생각하고 있지만<br/>그런 일은 없는거야. <p/>모두에 그렇게 생각되기 때문에, 반대로 남자들이 가까워져 오지 않는거야. <br/>이따금 오는 남자들은, 시시한 남자(뿐)만이고…. <p/>그렇다고 해서 나와 같은 아가씨가<br/>남자에게 교제해 주었으면 한다는 말할 수 없고…. <p/><button title='계속한다' keyword='@continue'/>
g2.254	정직, 델의 행세를 해, 사랑의 방해를 하는 것도 질려 버렸어요. <br/>누군가 좋은 사람을 알고 있으면, 소개해 주었으면 해요. <p/>그렇지만, 델에게는 절대 비밀이야. <br/>좋네요?
g2.255	… 외로움은 사람을 약하게 시키는군요…. <br/>언제나 마을을 거기서 지키고 있는 그 쪽만 생각하면…. <p/>…<username/>씨, 이런 나의 마음, 압니까? <br/>아무쪼록, 잘 부탁드립니다….
g2.256	외로운 사람끼리 묶는 것! <br/>그래! 그것이 확실히, 선행이군요. <br/>역시<username/>씨답네요. <br/>박수를 보냅니다. 짝짝! <p/>아…. <username/>씨이니까, 이야기를 합니다만,<br/>되돌아 보면, 내가 고향을 떠났던 것도, 이제(벌써)…. <p/>… 있는 것이 아닙니까, 이런 날이 되면…. <br/>향수병에<br/>가르빈, 괴로워서 견딜 수 없습니다! <p/>… 성공하기 전까지는, 절대로 고향에 돌아가지 않는다고 말했지만,<br/>도대체, 언제 돌아갈 수 있을까나…. <br/>사랑스러운 연인이라도 있으면, 이와 같이 상처투성이의 영혼의<br/>기다려지게 되는데…<button title='계속한다' keyword='@continue'/>
g2.257	… 후, 만약, 림 해가 비치는 좋은 아가씨가 있으면<br/>소개해 주지 않겠습니까?
g2.258	… 응,<username/>씨. <br/>아무쪼록 잘 부탁드립니다. <p/><image name='G2_Ch16_coupling'/>나의 외로움을 위로해 주는 유일한 여성은 누구가 아니고…. <br/>델, 데룬의 아가씨 밖에 없습니다!
g2.259	심에 상처가 있는 외로운 사람입니까? <br/>후후… 내가 말씀드린 것을<br/>실천하려고 하는군요? <p/>금방은 생각해 낼 수 없습니다만,<br/>뜻밖의 사람이 그러한 기분을<br/>숨기고 있을지도 모릅니다. <br/>매우 사람에게도라고 그런 사람이라든지…. <p/><image name='g2_Ch16_del'/>본 곳, 전<br/>광장에 있는 데룬이 투덜투덜 말하고 있는 것을<br/>들었던 적이 있지만…. <p/>언제나, 그 아이는 근사한 연인가<br/>가지고 싶다고 하는 것은 말버릇이니까<br/>마음의 상처와는 관계가 없을지도.
g2.260	이군요? <br/>가르빈이 데룬에 선물을? <br/>두 명을 소개하기로 해도? <p/>……. <p/>…! <p/>아는, 아하하, 아는 아하하는은…! <p/>아니, 무엇, 아무것도 아닙니다. <br/>아하하는, 아하, 하하…. <p/>휴, 웃음이 멈추지 않아서 넘어질 것 같다….
g2.261	외로운 사람들을 도와 주는 것입니까? <br/>친구를 찾고 있는 사람이라면 모르겠으나<br/>마음의 상처가 있는 사람을 찾고 있다면<br/>그만두는 것이 좋다고 생각합니다. <p/>쓸데없는 말참견은 그런 상처가 깊어질 뿐…. <br/>사람이 입 내는 것은 아니라고 생각합니다.
g2.262	… 가르빈과 데룬의 사랑의 큐피드를 합니까? <p/>……(한숨)<p/><username/>씨…. <br/>센스가 없으면 경멸하는 것은<br/>나쁜 버릇이라고 스스로도 생각합니다만…. <p/>그것은… 아무리 뭐라해도, 꽤 미스매치라고 생각해요…. <br/>뭐라고 할까… 말할 길이 없네요.
g2.263	외로운 듯이 하고 있는 사람이라면? <br/>그런 감정에 좌우되는 녀석 등 근위병에게는 없겠지만…. <p/>그렇다, 우선 거리의 여성에게라도 들어 보면 어때? <br/>누군가 알고 있을지도 모르는구나.
g2.264	가르빈을 데룬에 소개하기로<br/>했는지? <p/>그것은 또… 뜻밖의 편성이다. <br/>데룬에는 나의 책을 빌려 주기도 하지만<br/>자신은, 능력이 있는 남자를 좋아한다고 하기 때문에,<br/>근위병중에 누군가에게 관심이 있는 것이 아닐까 생각하고 있던 것이다. <p/>대장의 입장으로부터 부하의 연애에<br/>참견할 생각도 없기 때문에, 입다물고 있었지만…. <p/>… 능력이 있다고 하고는 그러한 의미인가….
g2.265	… 이상한 질문을 하지마. <br/>그런 시간이 있다면<br/>한번 더 수행에 대해 생각해 보면 어때? <p/>벌써, 단념한 사람에게는 쓸데없는<br/>이야기일지도 모르지만.
g2.266	무슨 말을 하고 있을까 알기 어렵구나. <br/>왜, 여기에 와 말하고 있는지 이해하기 어렵다.
g2.267	후후, 최근, <username/>씨가<br/>거리의 사람들을 도우려고 노력하고 있다 라고 유명해요? <br/>이번은 외로운 사람 찾기입니까? <p/>그렇네요~그렇게 말하면, 전망대의 가르빈이<br/>말버릇과 같이, 일인몸은 외롭다고 말했습니다만. <br/>가르빈에 가서 물어 봐서는 어떻습니까?
g2.268	예? <br/>가르빈이 데렌에…. <p/>… 와, 어떻게 하지…. <p/>아, 저,<username/>씨,<br/>내가<username/>씨에게 가르빈의 곳에 가 보면라고 말한 일,<br/>절대로 절대로 데렌에 말하지 말아 주세요? <p/>우우… 어떻게 하지. <br/>발각되면, 엉망진창 말해질까나…. <br/>후~아….
g2.269	또, 뭐하러 온 것입니까? <br/><username/>씨와는 달라 영주님과 나는<br/>이멘마하의 정무를 처리하기 위해(때문에)<br/>바쁩니다. <p/>이제(벌써), 자리를 떼어 받을 수 있습니까…?
g2.270	외로운 사람? <br/>그렇다~나는 자신의 일로 힘껏이고<br/>그런 일을 생각한 적도 없기 때문에…. <p/>응? 가족이 많은가는? <br/>아니, 집은 부모님과 여동생 한사람만,<br/>알고 있을 것이다, 그 해무렵의 여자 아이는~ <br/>까다로운 것 무슨은…. <p/>아, 그렇다고 해서, 다른 곳에서 이 일 말하지 말아줘<br/>여자 아이들이 묻거나 해 봐라, 또, 여동생먹어<br/>어떤 심한 꼴을 당하는 것이든지….
g2.271	가르빈과 데레~? <p/>……. <p/>……. <p/>그러면, 힘내….
g2.272	…… 외로운 사람인가? <p/>어떤 녀석이, 그런 사치스러운 일을! <br/>자신의 주위에 아무리 많은 사람들이<br/>자신을 위해서 살아 있을까<br/>생각한 적도 없는 편벽한 녀석이구나! <p/>(와)과 수수 한 알, 보리 한 알에서도<br/>먹는 사람을 생각하는 농부의 마음이<br/>가득차 있고,<p/>여기까지 자신이 살아 올 수 있었다는<br/>자신을 위해서 고생해 온 부모님이나<br/>형제 자매의 덕분인데…! <p/>어쨌든, 최근의 젊은이들은<br/>확실히 하지 않아서! <br/>자신이 먼저 주위에 배려하는 것보다<br/>오로지, 사람에게 응석부리고 싶어하고 있다! <p/><username/>! 너는<br/>그런 몹쓸 인간이 되지 않도록!
g2.273	가르빈이 데렌에? <br/>는, 그것은. <br/>생각했던 것보다 용기 있는 녀석이구나. <p/>뭐, 무모한 도전은 젊은이의 특권이니까<br/>가끔 씩은 실현되지 않는 도전도 해 보지 않으면<br/>도와 줘!
g2.274	외로운 사람의 힘이 되어 주고 싶으면? <br/>그것은, 좋은 배려군요. <p/>실은, 우리들의 주위에는 물질적으로 곤궁해 있는 사람보다<br/>정신적으로 풍부하지 않는 사람들이 훨씬 많습니다. <p/>독신 생활의 노인이나 부모를 잃은 고아…<br/>곁에 있어 버팀목 쑥스러워하는 사람이 없기 때문에<br/>그들은 고독하게 되지 않을 수 없다…. <p/><username/>씨가, 그 일을 깨달았던 것은<br/>정말로 훌륭한 일이라고 생각합니다. <p/>이렇게 해서는 어떨까요? <br/>이 기회에 자원봉사 단체에 참가해<br/>이멘마하에 있는 불우한 이웃을 구제하기 위해(때문에) 봉사 활동을 해 봅니다. <p/>다음 기회로 하면? <br/>하하하, 네. <br/>언제라도 우리들은 환영할테니까. <br/>언젠가, 계세요는 주세요.
g2.275	자원봉사 활동은 잘되고 있습니까? <p/>네? <br/>가르빈씨와… 데렌짱입니까? <p/>그것은… 하하… 뭐라고 할까…. <br/>아니, 확실히 어느 의미에서는 자원봉사 활동이라면<br/>말할 수 없지는 않습니다만…. <p/>두 명의 의사는 분명히 확인한 것이군요? <br/>사람을 도울 때는, 본인들의 의사도<br/>몹시 중요하겠지요… 하하….
g2.276	외로운 사람을 돕자이라니,<br/>좋은 곳을 알아차렸군요. <p/>나도 그러한 사람들을 위해서<br/>매월 얼마인가 시설에 기부하고 있는거야. <p/>다만, 사실은 돈보다<br/>그 사람의 곳에 가 주는 것이<br/>제일이라고 생각해.
g2.277	데렌과 가르빈을 대조해 줍니다 라고? <p/>……. <p/>그것은, 외로운 사람을 돕고 싶으면<br/>당초의 목적과는 상당히<br/>빗나가고 있는 것 같지만….
g2.278	은? <br/>외로운 사람을 돕는이라면? <br/>뭔가 새로운 장사에서도 시작하는지? <p/>아무튼, 연인이 없어 외롭다는<br/>이 루카스님에게는 무연인 이야기다. 쿠쿡쿡…. <p/><image name='g2_Ch16_Galvin'/>그렇게 말하면, 가르빈의 녀석은<br/>언제나 외로운 듯이 하고 있구나. <br/>당장 죽을 것 같은 면상 해, 누군가 소개해 주고라고<br/>부탁해 오고 자빠진다. <p/>저 녀석은 꽤 중병이다. <br/>그런 주제에 자신의 일을 완전히 모른다. <br/>아무튼 불쌍한 녀석이야. 쿠쿡쿡….
g2.279	무엇이라고, 가르빈과 데렌? <p/>두어 아무리 유머라도<br/>농담이 지나면 웃을 수 없어. <br/>적당히, 적당히.
g2.280	외로운 사람인가…. <p/>……. <p/>에에, 나는 외롭다고 생각했던 것은 그다지 없습니다. <br/>언제나 주위에 이 정도의 사람들이 있기 때문에…. <p/>그리고… 정말로 외로워질 때는<br/>음악을 들으면 괜찮기 때문에. <br/>그렇다면, 아무리 외로워져도<br/>곧 좋아지기 때문에. 하하….
g2.281	가르빈씨와 데렌씨를 대조해 줍니다 라고? <br/>는은… 그것은 재미있는 취향이군요. <p/>응, 두 명이 만나게 되면, 역시<br/>어색함을 누그러지게 하는 음악이 필요하겠지요…? <p/>그 때는 맡겨 주세요. <br/>달콤해서 누그러지는 것 같은 BGM를 확실히 제공해<br/>완벽할 정도까지 분위기를 만들어 주고 말고요! <br/>하하하는!
